season,week,pair_id,celebrity_name,ballroom_partner,celebrity_age,celebrity_industry,celebrity_homestate,judge_score_1,judge_score_2,judge_score_3,judge_score_4,S_it,n_judges,placement,is_active,elim_week_by_score,is_withdraw,withdraw_week,is_cumulative_week,regime_mode,save_flag,is_finalist
1,2,4,Rachel Hunter,Jonathan Roberts,35,Model,,8.0,8.0,8.0,,8.0,3,4,True,4,False,,False,Rank,0,False
1,3,4,Rachel Hunter,Jonathan Roberts,35,Model,,8.0,9.0,9.0,,8.666666666666666,3,4,True,4,False,,False,Rank,0,False
1,4,4,Rachel Hunter,Jonathan Roberts,35,Model,,7.0,9.0,9.0,,8.333333333333334,3,4,True,4,False,,False,Rank,0,False
1,1,5,Joey McIntyre,Ashly DelGrosso,32,Singer/Rapper,Massachusetts,7.0,7.0,6.0,,6.666666666666667,3,3,True,5,False,,False,Rank,0,False
1,2,5,Joey McIntyre,Ashly DelGrosso,32,Singer/Rapper,Massachusetts,8.0,7.0,6.0,,7.0,3,3,True,5,False,,False,Rank,0,False
1,3,5,Joey McIntyre,Ashly DelGrosso,32,Singer/Rapper,Massachusetts,7.0,7.0,8.0,,7.333333333333333,3,3,True,5,False,,False,Rank,0,False
1,4,5,Joey McIntyre,Ashly DelGrosso,32,Singer/Rapper,Massachusetts,7.0,6.0,7.0,,6.666666666666667,3,3,True,5,False,,False,Rank,0,False
1,5,5,Joey McIntyre,Ashly DelGrosso,32,Singer/Rapper,Massachusetts,8.5,7.0,7.0,,7.5,3,3,True,5,False,,False,Rank,0,False
1,1,6,Trista Sutter,Louis van Amstel,32,TV Personality,Indiana,6.0,6.0,6.0,,6.0,3,6,True,2,False,,False,Rank,0,False
1,2,6,Trista Sutter,Louis van Amstel,32,TV Personality,Indiana,6.0,7.0,6.0,,6.333333333333333,3,6,True,2,False,,False,Rank,0,False
2,1,1,Tatum O'Neal,Nick Kosovich,42,Actor/Actress,California,7.0,8.0,8.0,,7.666666666666667,3,9,True,2,False,,False,Rank,0,False
2,2,1,Tatum O'Neal,Nick Kosovich,42,Actor/Actress,California,5.0,6.0,6.0,,5.666666666666667,3,9,True,2,False,,False,Rank,0,False
2,1,2,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Hawaii,6.0,7.0,7.0,,6.666666666666667,3,6,True,5,False,,False,Rank,0,False
2,2,2,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Hawaii,7.0,8.0,7.0,,7.333333333333333,3,6,True,5,False,,False,Rank,0,False
2,3,2,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Hawaii,9.0,8.0,9.0,,8.666666666666666,3,6,True,5,False,,False,Rank,0,False
2,4,2,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Hawaii,9.0,8.0,8.0,,8.333333333333334,3,6,True,5,False,,False,Rank,0,False
2,5,2,Tia Carrere,Maksim Chmerkoskiy,39,Actor/Actress,Hawaii,7.0,7.0,8.0,,7.333333333333333,3,6,True,5,False,,False,Rank,0,False
2,1,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Tennessee,7.0,5.0,6.0,,6.0,3,5,True,6,False,,False,Rank,0,False
2,2,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Tennessee,8.0,7.0,7.0,,7.333333333333333,3,5,True,6,False,,False,Rank,0,False
2,3,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Tennessee,7.0,7.0,8.0,,7.333333333333333,3,5,True,6,False,,False,Rank,0,False
2,4,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Tennessee,7.0,7.0,7.0,,7.0,3,5,True,6,False,,False,Rank,0,False
2,5,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Tennessee,8.0,8.0,8.0,,8.0,3,5,True,6,False,,False,Rank,0,False
2,6,3,George Hamilton,Edyta Sliwinska,66,Actor/Actress,Tennessee,8.0,7.0,8.0,,7.666666666666667,3,5,True,6,False,,False,Rank,0,False
2,1,4,Lisa Rinna,Louis van Amstel,42,Actor/Actress,California,5.0,7.0,7.0,,6.333333333333333,3,4,True,7,False,,False,Rank,0,False
2,2,4,Lisa Rinna,Louis van Amstel,42,Actor/Actress,California,6.0,7.0,7.0,,6.666666666666667,3,4,True,7,False,,False,Rank,0,False
2,3,4,Lisa Rinna,Louis van Amstel,42,Actor/Actress,California,8.0,8.0,9.0,,8.333333333333334,3,4,True,7,False,,False,Rank,0,False
2,4,4,Lisa Rinna,Louis van Amstel,42,Actor/Actress,California,9.0,9.0,8.0,,8.666666666666666,3,4,True,7,False,,False,Rank,0,False
2,5,4,Lisa Rinna,Louis van Amstel,42,Actor/Actress,California,7.0,9.0,9.0,,8.333333333333334,3,4,True,7,False,,False,Rank,0,False
2,6,4,Lisa Rinna,Louis van Amstel,42,Actor/Actress,California,9.0,9.0,9.0,,9.0,3,4,True,7,False,,False,Rank,0,False
2,7,4,Lisa Rinna,Louis van Amstel,42,Actor/Actress,California,8.5,9.0,9.0,,8.833333333333334,3,4,True,7,False,,False,Rank,0,False
2,1,5,Stacy Keibler,Tony Dovolani,26,Athlete,Maryland,8.0,6.0,8.0,,7.333333333333333,3,3,True,8,False,,False,Rank,0,True
2,2,5,Stacy Keibler,Tony Dovolani,26,Athlete,Maryland,9.0,10.0,10.0,,9.666666666666666,3,3,True,8,False,,False,Rank,0,True
2,3,5,Stacy Keibler,Tony Dovolani,26,Athlete,Maryland,9.0,9.0,9.0,,9.0,3,3,True,8,False,,False,Rank,0,True
2,4,5,Stacy Keibler,Tony Dovolani,26,Athlete,Maryland,8.0,9.0,9.0,,8.666666666666666,3,3,True,8,False,,False,Rank,0,True
2,5,5,Stacy Keibler,Tony Dovolani,26,Athlete,Maryland,10.0,10.0,10.0,,10.0,3,3,True,8,False,,False,Rank,0,True
2,6,5,Stacy Keibler,Tony Dovolani,26,Athlete,Maryland,10.0,10.0,10.0,,10.0,3,3,True,8,False,,False,Rank,0,True
2,7,5,Stacy Keibler,Tony Dovolani,26,Athlete,Maryland,9.0,9.0,9.5,,9.166666666666666,3,3,True,8,False,,False,Rank,0,True
2,8,5,Stacy Keibler,Tony Dovolani,26,Athlete,Maryland,9.3333,9.6666,9.6666,,9.5555,3,3,True,8,False,,False,Rank,0,True
2,1,6,Jerry Rice,Anna Trebunskaya,43,Athlete,Mississippi,7.0,7.0,7.0,,7.0,3,2,True,8,False,,False,Rank,0,True
2,2,6,Jerry Rice,Anna Trebunskaya,43,Athlete,Mississippi,7.0,8.0,8.0,,7.666666666666667,3,2,True,8,False,,False,Rank,0,True
2,3,6,Jerry Rice,Anna Trebunskaya,43,Athlete,Mississippi,7.0,6.0,6.0,,6.333333333333333,3,2,True,8,False,,False,Rank,0,True
2,4,6,Jerry Rice,Anna Trebunskaya,43,Athlete,Mississippi,8.0,8.0,8.0,,8.0,3,2,True,8,False,,False,Rank,0,True
2,5,6,Jerry Rice,Anna Trebunskaya,43,Athlete,Mississippi,7.0,8.0,8.0,,7.666666666666667,3,2,True,8,False,,False,Rank,0,True
2,6,6,Jerry Rice,Anna Trebunskaya,43,Athlete,Mississippi,8.0,7.0,8.0,,7.666666666666667,3,2,True,8,False,,False,Rank,0,True
2,7,6,Jerry Rice,Anna Trebunskaya,43,Athlete,Mississippi,7.0,7.0,6.5,,6.833333333333333,3,2,True,8,False,,False,Rank,0,True
2,8,6,Jerry Rice,Anna Trebunskaya,43,Athlete,Mississippi,9.0,9.0,8.6666,,8.888866666666667,3,2,True,8,False,,False,Rank,0,True
2,1,7,Giselle Fernandez,Jonathan Roberts,44,News Anchor,,7.0,8.0,8.0,,7.666666666666667,3,8,True,3,False,,False,Rank,0,False
2,2,7,Giselle Fernandez,Jonathan Roberts,44,News Anchor,,8.0,8.0,8.0,,8.0,3,8,True,3,False,,False,Rank,0,False
2,3,7,Giselle Fernandez,Jonathan Roberts,44,News Anchor,,7.0,8.0,7.0,,7.333333333333333,3,8,True,3,False,,False,Rank,0,False
2,1,8,Master P,Ashly DelGrosso,35,Singer/Rapper,Louisiana,4.0,4.0,4.0,,4.0,3,7,True,4,False,,False,Rank,0,False
2,2,8,Master P,Ashly DelGrosso,35,Singer/Rapper,Louisiana,6.0,5.0,5.0,,5.333333333333333,3,7,True,4,False,,False,Rank,0,False
2,3,8,Master P,Ashly DelGrosso,35,Singer/Rapper,Louisiana,6.0,4.0,4.0,,4.666666666666667,3,7,True,4,False,,False,Rank,0,False
2,4,8,Master P,Ashly DelGrosso,35,Singer/Rapper,Louisiana,4.0,2.0,2.0,,2.6666666666666665,3,7,True,4,False,,False,Rank,0,False
2,1,9,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Ohio,8.0,8.0,8.0,,8.0,3,1,True,8,False,,False,Rank,0,True
2,2,9,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Ohio,9.0,9.0,9.0,,9.0,3,1,True,8,False,,False,Rank,0,True
2,3,9,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Ohio,9.0,9.0,9.0,,9.0,3,1,True,8,False,,False,Rank,0,True
2,4,9,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Ohio,9.0,9.0,10.0,,9.333333333333334,3,1,True,8,False,,False,Rank,0,True
2,5,9,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Ohio,9.0,9.0,9.0,,9.0,3,1,True,8,False,,False,Rank,0,True
2,6,9,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Ohio,10.0,10.0,10.0,,10.0,3,1,True,8,False,,False,Rank,0,True
2,7,9,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Ohio,9.5,9.0,9.0,,9.166666666666666,3,1,True,8,False,,False,Rank,0,True
2,8,9,Drew Lachey,Cheryl Burke,29,Singer/Rapper,Ohio,9.6666,9.6666,9.6666,,9.6666,3,1,True,8,False,,False,Rank,0,True
2,1,10,Kenny Mayne,Andrea Hale,46,Sports Broadcaster,Washington,4.0,5.0,4.0,,4.333333333333333,3,10,True,1,False,,False,Rank,0,False
3,1,1,Harry Hamlin,Ashly DelGrosso,54,Actor/Actress,California,5.0,6.0,6.0,,5.666666666666667,3,9,True,3,False,,False,Rank,0,False
3,2,1,Harry Hamlin,Ashly DelGrosso,54,Actor/Actress,California,7.0,7.0,7.0,,7.0,3,9,True,3,False,,False,Rank,0,False
3,3,1,Harry Hamlin,Ashly DelGrosso,54,Actor/Actress,California,7.0,8.0,7.0,,7.333333333333333,3,9,True,3,False,,False,Rank,0,False
3,1,2,Vivica A. Fox,Nick Kosovich,42,Actor/Actress,Indiana,6.0,8.0,8.0,,7.333333333333333,3,8,True,4,False,,False,Rank,0,False
3,2,2,Vivica A. Fox,Nick Kosovich,42,Actor/Actress,Indiana,8.0,8.0,8.0,,8.0,3,8,True,4,False,,False,Rank,0,False
3,3,2,Vivica A. Fox,Nick Kosovich,42,Actor/Actress,Indiana,9.0,9.0,9.0,,9.0,3,8,True,4,False,,False,Rank,0,False
3,4,2,Vivica A. Fox,Nick Kosovich,42,Actor/Actress,Indiana,8.0,8.0,8.0,,8.0,3,8,True,4,False,,False,Rank,0,False
3,1,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,South Carolina,6.0,6.0,7.0,,6.333333333333333,3,4,True,8,False,,False,Rank,0,False
3,2,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,South Carolina,9.0,8.0,9.0,,8.666666666666666,3,4,True,8,False,,False,Rank,0,False
3,3,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,South Carolina,9.0,9.0,9.0,,9.0,3,4,True,8,False,,False,Rank,0,False
3,4,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,South Carolina,8.0,8.0,8.0,,8.0,3,4,True,8,False,,False,Rank,0,False
3,5,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,South Carolina,9.0,9.0,9.0,,9.0,3,4,True,8,False,,False,Rank,0,False
3,6,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,South Carolina,9.0,7.0,7.0,,7.666666666666667,3,4,True,8,False,,False,Rank,0,False
3,7,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,South Carolina,9.0,9.0,9.0,,9.0,3,4,True,8,False,,False,Rank,0,False
3,8,3,Monique Coleman,Louis van Amstel,25,Actor/Actress,South Carolina,8.5,9.0,9.0,,8.833333333333334,3,4,True,8,False,,False,Rank,0,False
3,1,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,7.0,7.0,7.0,,7.0,3,3,True,9,False,,False,Rank,0,False
3,2,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,10.0,9.0,10.0,,9.666666666666666,3,3,True,9,False,,False,Rank,0,False
3,3,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,8.0,6.0,8.0,,7.333333333333333,3,3,True,9,False,,False,Rank,0,False
3,4,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,9.0,9.0,9.0,,9.0,3,3,True,9,False,,False,Rank,0,False
3,5,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,8.0,8.0,9.0,,8.333333333333334,3,3,True,9,False,,False,Rank,0,False
3,6,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,8.0,8.0,8.0,,8.0,3,3,True,9,False,,False,Rank,0,False
3,7,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,9.5,9.0,10.0,,9.5,3,3,True,9,False,,False,Rank,0,False
3,8,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,9.5,8.5,9.0,,9.0,3,3,True,9,False,,False,Rank,0,False
3,9,4,Joey Lawrence,Edyta Sliwinska,30,Actor/Actress,Pennsylvania,9.5,10.0,10.0,,9.833333333333334,3,3,True,9,False,,False,Rank,0,False
3,1,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,9.0,8.0,9.0,,8.666666666666666,3,2,True,10,False,,False,Rank,0,True
3,2,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,7.0,6.0,8.0,,7.0,3,2,True,10,False,,False,Rank,0,True
3,3,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,8.0,6.0,8.0,,7.333333333333333,3,2,True,10,False,,False,Rank,0,True
3,4,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,10.0,9.0,10.0,,9.666666666666666,3,2,True,10,False,,False,Rank,0,True
3,5,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,9.0,9.0,9.0,,9.0,3,2,True,10,False,,False,Rank,0,True
3,6,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,9.0,9.0,10.0,,9.333333333333334,3,2,True,10,False,,False,Rank,0,True
3,7,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,9.5,9.0,9.5,,9.333333333333334,3,2,True,10,False,,False,Rank,0,True
3,8,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,9.5,9.0,10.0,,9.5,3,2,True,10,False,,False,Rank,0,True
3,9,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,10.0,9.5,10.0,,9.833333333333334,3,2,True,10,False,,False,Rank,0,True
3,10,5,Mario Lopez,Karina Smirnoff,32,Actor/Actress,California,10.0,10.0,9.6666,,9.888866666666667,3,2,True,10,False,,False,Rank,0,True
3,1,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,8.0,8.0,8.0,,8.0,3,1,True,10,False,,False,Rank,0,True
3,2,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,8.0,8.0,8.0,,8.0,3,1,True,10,False,,False,Rank,0,True
3,3,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,7.0,6.0,6.0,,6.333333333333333,3,1,True,10,False,,False,Rank,0,True
3,4,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,8.0,8.0,8.0,,8.0,3,1,True,10,False,,False,Rank,0,True
3,5,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,9.0,9.0,9.0,,9.0,3,1,True,10,False,,False,Rank,0,True
3,6,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,8.0,8.0,9.0,,8.333333333333334,3,1,True,10,False,,False,Rank,0,True
3,7,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,10.0,9.5,9.0,,9.5,3,1,True,10,False,,False,Rank,0,True
3,8,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,8.5,9.0,9.5,,9.0,3,1,True,10,False,,False,Rank,0,True
3,9,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,9.5,10.0,10.0,,9.833333333333334,3,1,True,10,False,,False,Rank,0,True
3,10,6,Emmitt Smith,Cheryl Burke,37,Athlete,Florida,10.0,9.6666,10.0,,9.888866666666667,3,1,True,10,False,,False,Rank,0,True
3,1,7,Shanna Moakler,Jesse DeSoto,31,Model,Rhode Island,7.0,5.0,6.0,,6.0,3,10,True,2,False,,False,Rank,0,False
3,2,7,Shanna Moakler,Jesse DeSoto,31,Model,Rhode Island,8.0,7.0,7.0,,7.333333333333333,3,10,True,2,False,,False,Rank,0,False
3,1,8,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Florida,7.0,7.0,8.0,,7.333333333333333,3,7,True,5,False,,False,Rank,0,False
3,2,8,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Florida,7.0,8.0,8.0,,7.666666666666667,3,7,True,5,False,,False,Rank,0,False
3,3,8,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Florida,7.0,7.0,8.0,,7.333333333333333,3,7,True,5,False,,False,Rank,0,False
3,4,8,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Florida,9.0,9.0,10.0,,9.333333333333334,3,7,True,5,False,,False,Rank,0,False
3,5,8,Willa Ford,Maksim Chmerkoskiy,25,Singer/Rapper,Florida,9.0,9.0,9.0,,9.0,3,7,True,5,False,,False,Rank,0,False
3,1,9,Sara Evans,Tony Dovolani,35,Singer/Rapper,Missouri,5.0,5.0,5.0,,5.0,3,6,True,5,False,,False,Rank,0,False
3,2,9,Sara Evans,Tony Dovolani,35,Singer/Rapper,Missouri,7.0,7.0,7.0,,7.0,3,6,True,5,False,,False,Rank,0,False
3,3,9,Sara Evans,Tony Dovolani,35,Singer/Rapper,Missouri,8.0,9.0,8.0,,8.333333333333334,3,6,True,5,False,,False,Rank,0,False
3,4,9,Sara Evans,Tony Dovolani,35,Singer/Rapper,Missouri,6.0,7.0,7.0,,6.666666666666667,3,6,True,5,False,,False,Rank,0,False
3,5,9,Sara Evans,Tony Dovolani,35,Singer/Rapper,Missouri,8.0,8.0,8.0,,8.0,3,6,True,5,False,,False,Rank,0,False
3,1,10,Jerry Springer,Kym Johnson,62,TV Personality,,5.0,5.0,6.0,,5.333333333333333,3,5,True,7,False,,False,Rank,0,False
3,2,10,Jerry Springer,Kym Johnson,62,TV Personality,,7.0,6.0,6.0,,6.333333333333333,3,5,True,7,False,,False,Rank,0,False
3,3,10,Jerry Springer,Kym Johnson,62,TV Personality,,7.0,7.0,7.0,,7.0,3,5,True,7,False,,False,Rank,0,False
3,4,10,Jerry Springer,Kym Johnson,62,TV Personality,,7.0,7.0,8.0,,7.333333333333333,3,5,True,7,False,,False,Rank,0,False
3,5,10,Jerry Springer,Kym Johnson,62,TV Personality,,8.0,8.0,8.0,,8.0,3,5,True,7,False,,False,Rank,0,False
3,6,10,Jerry Springer,Kym Johnson,62,TV Personality,,7.0,6.0,5.0,,6.0,3,5,True,7,False,,False,Rank,0,False
3,7,10,Jerry Springer,Kym Johnson,62,TV Personality,,7.5,8.0,7.5,,7.666666666666667,3,5,True,7,False,,False,Rank,0,False
3,1,11,Tucker Carlson,Elena Grinenko,37,TV Personality,California,5.0,4.0,3.0,,4.0,3,11,True,1,False,,False,Rank,0,False
4,1,1,John Ratzenberger,Edyta Sliwinska,59,Actor/Actress,Connecticut,6.0,5.0,6.0,,5.666666666666667,3,6,True,7,False,,False,Rank,0,False
4,2,1,John Ratzenberger,Edyta Sliwinska,59,Actor/Actress,Connecticut,7.0,7.0,7.0,,7.0,3,6,True,7,False,,False,Rank,0,False
4,3,1,John Ratzenberger,Edyta Sliwinska,59,Actor/Actress,Connecticut,7.0,6.0,7.0,,6.666666666666667,3,6,True,7,False,,False,Rank,0,False
4,4,1,John Ratzenberger,Edyta Sliwinska,59,Actor/Actress,Connecticut,6.0,5.0,5.0,,5.333333333333333,3,6,True,7,False,,False,Rank,0,False
4,5,1,John Ratzenberger,Edyta Sliwinska,59,Actor/Actress,Connecticut,6.0,6.0,6.0,,6.0,3,6,True,7,False,,False,Rank,0,False
4,6,1,John Ratzenberger,Edyta Sliwinska,59,Actor/Actress,Connecticut,7.0,6.0,6.0,,6.333333333333333,3,6,True,7,False,,False,Rank,0,False
4,7,1,John Ratzenberger,Edyta Sliwinska,59,Actor/Actress,Connecticut,7.5,7.5,7.5,,7.5,3,6,True,7,False,,False,Rank,0,False
4,1,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,7.0,7.0,7.0,,7.0,3,4,True,9,False,,False,Rank,0,False
4,2,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,7.0,8.0,7.0,,7.333333333333333,3,4,True,9,False,,False,Rank,0,False
4,3,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,8.0,8.0,8.0,,8.0,3,4,True,9,False,,False,Rank,0,False
4,4,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,7.0,9.0,8.0,,8.0,3,4,True,9,False,,False,Rank,0,False
4,5,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,8.0,8.0,8.0,,8.0,3,4,True,9,False,,False,Rank,0,False
4,6,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,8.0,8.0,8.0,,8.0,3,4,True,9,False,,False,Rank,0,False
4,7,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,9.0,9.0,9.0,,9.0,3,4,True,9,False,,False,Rank,0,False
4,8,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,8.0,7.5,8.0,,7.833333333333333,3,4,True,9,False,,False,Rank,0,False
4,9,2,Ian Ziering,Cheryl Burke,42,Actor/Actress,New Jersey,9.5,10.0,9.5,,9.666666666666666,3,4,True,9,False,,False,Rank,0,False
4,1,3,Clyde Drexler,Elena Grinenko,44,Athlete,Louisiana,6.0,5.0,5.0,,5.333333333333333,3,8,True,5,False,,False,Rank,0,False
4,2,3,Clyde Drexler,Elena Grinenko,44,Athlete,Louisiana,6.0,6.0,6.0,,6.0,3,8,True,5,False,,False,Rank,0,False
4,3,3,Clyde Drexler,Elena Grinenko,44,Athlete,Louisiana,6.0,5.0,5.0,,5.333333333333333,3,8,True,5,False,,False,Rank,0,False
4,4,3,Clyde Drexler,Elena Grinenko,44,Athlete,Louisiana,6.0,4.0,5.0,,5.0,3,8,True,5,False,,False,Rank,0,False
4,5,3,Clyde Drexler,Elena Grinenko,44,Athlete,Louisiana,4.0,5.0,4.0,,4.333333333333333,3,8,True,5,False,,False,Rank,0,False
4,1,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,7.0,8.0,8.0,,7.666666666666667,3,3,True,10,False,,False,Rank,0,True
4,2,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,9.0,9.0,9.0,,9.0,3,3,True,10,False,,False,Rank,0,True
4,3,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,7.0,7.0,7.0,,7.0,3,3,True,10,False,,False,Rank,0,True
4,4,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,7.0,7.0,7.0,,7.0,3,3,True,10,False,,False,Rank,0,True
4,5,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,9.0,10.0,9.0,,9.333333333333334,3,3,True,10,False,,False,Rank,0,True
4,6,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,9.0,9.0,10.0,,9.333333333333334,3,3,True,10,False,,False,Rank,0,True
4,7,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,10.0,9.5,10.0,,9.833333333333334,3,3,True,10,False,,False,Rank,0,True
4,8,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,9.0,8.5,9.0,,8.833333333333334,3,3,True,10,False,,False,Rank,0,True
4,9,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,10.0,10.0,10.0,,10.0,3,3,True,10,False,,False,Rank,0,True
4,10,4,Laila Ali,Maksim Chmerkoskiy,29,Athlete,Florida,9.6666,9.0,9.6666,,9.444400000000002,3,3,True,10,False,,False,Rank,0,True
4,1,5,Apolo Anton Ohno,Julianne Hough,24,Athlete,Washington,7.0,7.0,7.0,,7.0,3,1,True,10,False,,False,Rank,0,True
